# GET /gateway/ai-audit-server/external/audit/getOrderInfoByOrderId?order_id=GDA2026042408033800&with_order=true HTTP/1.1 中的 order_id 为工单编号，修改工单编号便可以查看对应的工单详情
GET /gateway/ai-audit-server/external/audit/getOrderInfoByOrderId?order_id=GDA2026042408033800&with_order=true HTTP/1.1
Host: twaudit.hngsetc.com
          "gantryOrderNumName": null,
          "feeVehicleType": "15",
          "vehicleType": "13",
          "tradeType": "0",
          "transType": "09",
          "feeGroup": "3285",
          "payFeeGroup": "3458",
          "sectionName": null,
          "companyName": null,
          "intervalName": null,
          "intervalNo": null,
          "mediaCardNo": null,
          "mediaCodingNumber": null,
          "vehicleclass": null,
          "serialno": null,
          "obuvehicleType": null,
          "obuvehicleTypeName": null,
          "optime": null,
          "tradeid": null,
          "payfeegroup": null,
          "feegroup": null,
          "cpucardId": null,
          "obusn": "3701015600251503",
          "OBUVehicleType": "13"
        },
        {
          "fee": 160,
          "axleCount": 5,
          "transTime": "2026-04-22 02:26:38",
          "payFee": 168,
          "discountFee": 8,
          "tradeResult": "0",
          "vehiclePlate": "湘A91230D_5",
          "passId": "013701250523630026557320260422012016",
          "gantryId": "S005043001001720010",
          "tradeId": "S0050430010017200102026042202100019",
          "feeMileage": 1032,
          "vehiclePicID": null,
          "lng": "112.13944000",
          "lat": "27.89813000",
          "gantryName": "翻江站-岐山互通立交1",
          "gantryType": "0",
          "roadSectionName": "长韶娄高速",
          "gantryHex": "495C0F",
          "cardId": null,
          "gantryOrderNum": "201",
          "mediaType": "1",
          "mediaTypeName": null,
          "specialType": null,
          "specialTypeName": null,
          "tollIntervalId": "S005043001001720",
          "gantryTypeName": null,
          "j": null,
          "w": null,
          "enTime": "2026-04-22T01:20:16",
          "enTollStationHex": "43015A01",
          "vehicleTypeName": null,
          "feeVehicleTypeName": null,
          "vehiclePlateColor": null,
          "vehiclePlateColorName": null,
          "gantryOrderNumName": null,
          "feeVehicleType": "15",
          "vehicleType": "13",
          "tradeType": "0",
          "transType": "09",
          "feeGroup": "160",
          "payFeeGroup": "168",
          "sectionName": null,
          "companyName": null,
          "intervalName": null,
          "intervalNo": null,
          "mediaCardNo": null,
          "mediaCodingNumber": null,
          "vehicleclass": null,
          "serialno": null,
          "obuvehicleType": null,
          "obuvehicleTypeName": null,
          "optime": null,
          "tradeid": null,
          "payfeegroup": null,
          "feegroup": null,
          "cpucardId": null,
          "obusn": "3701015600251503",
          "OBUVehicleType": "13"
        },
        {
          "fee": 2600,
          "axleCount": 5,
          "transTime": "2026-04-22 02:38:27",
          "payFee": 2737,
          "discountFee": 137,
          "tradeResult": "0",
          "vehiclePlate": "湘A91230D_5",
          "passId": "013701250523630026557320260422012016",
          "gantryId": "S005043001001820010",
          "tradeId": "S0050430010018200102026042202100027",
          "feeMileage": 15960,
          "vehiclePicID": null,
          "lng": "112.01392000",
          "lat": "27.85636800",
          "gantryName": "岐山互通立交-娄底站1",
          "gantryType": "0",
          "roadSectionName": "长韶娄高速",
          "gantryHex": "495C10",
          "cardId": null,
          "gantryOrderNum": "201",
          "mediaType": "1",
          "mediaTypeName": null,
          "specialType": null,
          "specialTypeName": null,
          "tollIntervalId": "S005043001001820",
          "gantryTypeName": null,
          "j": null,
          "w": null,
          "enTime": "2026-04-22T01:20:16",
          "enTollStationHex": "43015A01",
          "vehicleTypeName": null,
          "feeVehicleTypeName": null,
          "vehiclePlateColor": null,
          "vehiclePlateColorName": null,
          "gantryOrderNumName": null,
          "feeVehicleType": "15",
          "vehicleType": "13",
          "tradeType": "0",
          "transType": "09",
          "feeGroup": "2600",
          "payFeeGroup": "2737",
          "sectionName": null,
          "companyName": null,
          "intervalName": null,
          "intervalNo": null,
          "mediaCardNo": null,
          "mediaCodingNumber": null,
          "vehicleclass": null,
          "serialno": null,
          "obuvehicleType": null,
          "obuvehicleTypeName": null,
          "optime": null,
          "tradeid": null,
          "payfeegroup": null,
          "feegroup": null,
          "cpucardId": null,
          "obusn": "3701015600251503",
          "OBUVehicleType": "13"
        },
        {
          "fee": 2283,
          "axleCount": 5,
          "transTime": "2026-04-22 02:41:08",
          "payFee": 2403,
          "discountFee": 120,
          "tradeResult": "0",
          "vehiclePlate": "湘A91230D_5",
          "passId": "013701250523630026557320260422012016",
          "gantryId": "S005043001002020010",
          "tradeId": "S0050430010020200102026042202100030",
          "feeMileage": 14742,
          "vehiclePicID": null,
          "lng": "111.98075600",
          "lat": "27.84659800",
          "gantryName": "娄底站-桥头河站1",
          "gantryType": "0",
          "roadSectionName": "长韶娄高速",
          "gantryHex": "495C12",
          "cardId": null,
          "gantryOrderNum": "201",
          "mediaType": "1",
          "mediaTypeName": null,
          "specialType": null,
          "specialTypeName": null,
          "tollIntervalId": "S005043001002020",
          "gantryTypeName": null,
          "j": null,
          "w": null,
          "enTime": "2026-04-22T01:20:16",
          "enTollStationHex": "43015A01",
          "vehicleTypeName": null,
          "feeVehicleTypeName": null,
          "vehiclePlateColor": null,
          "vehiclePlateColorName": null,
          "gantryOrderNumName": null,
          "feeVehicleType": "15",
          "vehicleType": "13",
          "tradeType": "0",
          "transType": "09",
          "feeGroup": "2283",
          "payFeeGroup": "2403",
          "sectionName": null,
          "companyName": null,
          "intervalName": null,
          "intervalNo": null,
          "mediaCardNo": null,
          "mediaCodingNumber": null,
          "vehicleclass": null,
          "serialno": null,
          "obuvehicleType": null,
          "obuvehicleTypeName": null,
          "optime": null,
          "tradeid": null,
          "payfeegroup": null,
          "feegroup": null,
          "cpucardId": null,
          "obusn": "3701015600251503",
          "OBUVehicleType": "13"
        },
        {
          "fee": 1967,
          "axleCount": 5,
          "transTime": "2026-04-22 02:52:22",
          "payFee": 2070,
          "discountFee": 103,
          "tradeResult": "0",
          "vehiclePlate": "湘A91230D_5",
          "passId": "013701250523630026557320260422012016",
          "gantryId": "S005043001002220010",
          "tradeId": "S0050430010022200102026042202200041",
          "feeMileage": 12698,
          "vehiclePicID": null,
          "lng": "111.84389200",
          "lat": "27.80668000",
          "gantryName": "桥头河站-龙塘互通立交1",
          "gantryType": "0",
          "roadSectionName": "长韶娄高速",
          "gantryHex": "495C14",
          "cardId": null,
          "gantryOrderNum": "201",
          "mediaType": "1",
          "mediaTypeName": null,
          "specialType": null,
          "specialTypeName": null,
          "tollIntervalId": "S005043001002220",
          "gantryTypeName": null,
          "j": null,
          "w": null,
          "enTime": "2026-04-22T01:20:16",
          "enTollStationHex": "43015A01",
          "vehicleTypeName": null,
          "feeVehicleTypeName": null,
          "vehiclePlateColor": null,
          "vehiclePlateColorName": null,
          "gantryOrderNumName": null,
          "feeVehicleType": "15",
          "vehicleType": "13",
          "tradeType": "0",
          "transType": "09",
          "feeGroup": "1967",
          "payFeeGroup": "2070",
          "sectionName": null,
          "companyName": null,
          "intervalName": null,
          "intervalNo": null,
          "mediaCardNo": null,
          "mediaCodingNumber": null,
          "vehicleclass": null,
          "serialno": null,
          "obuvehicleType": null,
          "obuvehicleTypeName": null,
          "optime": null,
          "tradeid": null,
          "payfeegroup": null,
          "feegroup": null,
          "cpucardId": null,
          "obusn": "3701015600251503",
          "OBUVehicleType": "13"
        },
        {
          "fee": 1372,
          "axleCount": 5,
          "transTime": "2026-04-22 03:07:54",
          "payFee": 1444,
          "discountFee": 72,
          "tradeResult": "0",
          "vehiclePlate": "湘A91230D_5",
          "passId": "013701250523630026557320260422012016",
          "gantryId": "G005543003003820010",
          "tradeId": "G0055430030038200102026042203200018",
          "feeMileage": 8546,
          "vehiclePicID": null,
          "lng": "111.71986100",
          "lat": "27.70660400",
          "gantryName": "龙塘互通立交-涟源东站1",
          "gantryType": "0",
          "roadSectionName": "安邵高速",
          "gantryHex": "492108",
          "cardId": null,
          "gantryOrderNum": "201",
          "mediaType": "1",
          "mediaTypeName": null,
          "specialType": null,
          "specialTypeName": null,
          "tollIntervalId": "G005543003003820",
          "gantryTypeName": null,
          "j": null,
          "w": null,
          "enTime": "2026-04-22T01:20:16",
          "enTollStationHex": "43015A01",
          "vehicleTypeName": null,
          "feeVehicleTypeName": null,
          "vehiclePlateColor": null,
          "vehiclePlateColorName": null,
          "gantryOrderNumName": null,
          "feeVehicleType": "15",
          "vehicleType": "13",
          "tradeType": "0",
          "transType": "09",
          "feeGroup": "1372",
          "payFeeGroup": "1444",
          "sectionName": null,
          "companyName": null,
          "intervalName": null,
          "intervalNo": null,
          "mediaCardNo": null,
          "mediaCodingNumber": null,
          "vehicleclass": null,
          "serialno": null,
          "obuvehicleType": null,
          "obuvehicleTypeName": null,
          "optime": null,
          "tradeid": null,
          "payfeegroup": null,
          "feegroup": null,
          "cpucardId": null,
          "obusn": "3701015600251503",
          "OBUVehicleType": "13"
        },
        {
          "fee": 691,
          "axleCount": 5,
          "transTime": "2026-04-22 03:10:11",
          "payFee": 727,
          "discountFee": 36,
          "tradeResult": "0",
          "vehiclePlate": "湘A91230D_5",
          "passId": "013701250523630026557320260422012016",
          "gantryId": "G005543003004020010",
          "tradeId": "G0055430030040200102026042203200016",
          "feeMileage": 4301,
          "vehiclePicID": null,
          "lng": "111.72494700",
          "lat": "27.68142000",
          "gantryName": "涟源东站-涟源互通立交1",
          "gantryType": "0",
          "roadSectionName": "安邵高速",
          "gantryHex": "49210A",
          "cardId": null,
          "gantryOrderNum": "201",
          "mediaType": "1",
          "mediaTypeName": null,
          "specialType": null,
          "specialTypeName": null,
          "tollIntervalId": "G005543003004020",
          "gantryTypeName": null,
          "j": null,
          "w": null,
          "enTime": "2026-04-22T01:20:16",
          "enTollStationHex": "43015A01",
          "vehicleTypeName": null,
          "feeVehicleTypeName": null,
          "vehiclePlateColor": null,
          "vehiclePlateColorName": null,
          "gantryOrderNumName": null,
          "feeVehicleType": "15",
          "vehicleType": "13",
          "tradeType": "0",
          "transType": "09",
          "feeGroup": "691",
          "payFeeGroup": "727",
          "sectionName": null,
          "companyName": null,
          "intervalName": null,
          "intervalNo": null,
          "mediaCardNo": null,
          "mediaCodingNumber": null,
          "vehicleclass": null,
          "serialno": null,
          "obuvehicleType": null,
          "obuvehicleTypeName": null,
          "optime": null,
          "tradeid": null,
          "payfeegroup": null,
          "feegroup": null,
          "cpucardId": null,
          "obusn": "3701015600251503",
          "OBUVehicleType": "13"
        },
        {
          "fee": 1273,
          "axleCount": 5,
          "transTime": "2026-04-22 03:19:01",
          "payFee": 1340,
          "discountFee": 67,
          "tradeResult": "0",
          "vehiclePlate": "湘A91230D_5",
          "passId": "013701250523630026557320260422012016",
          "gantryId": "G005543003004120010",
          "tradeId": "G0055430030041200102026042203100016",
          "feeMileage": 7927,
          "vehiclePicID": null,
          "lng": "111.69696300",
          "lat": "27.61040000",
          "gantryName": "涟源互通立交-白马站1",
          "gantryType": "0",
          "roadSectionName": "安邵高速",
          "gantryHex": "49210B",
          "cardId": null,
          "gantryOrderNum": "201",
          "mediaType": "1",
          "mediaTypeName": null,
          "specialType": null,
          "specialTypeName": null,
          "tollIntervalId": "G005543003004120",
          "gantryTypeName": null,
          "j": null,
          "w": null,
          "enTime": "2026-04-22T01:20:16",
          "enTollStationHex": "43015A01",
          "vehicleTypeName": null,
          "feeVehicleTypeName": null,
          "vehiclePlateColor": null,
          "vehiclePlateColorName": null,
          "gantryOrderNumName": null,
          "feeVehicleType": "15",
          "vehicleType": "13",
          "tradeType": "0",
          "transType": "09",
          "feeGroup": "1273",
          "payFeeGroup": "1340",
          "sectionName": null,
          "companyName": null,
          "intervalName": null,
          "intervalNo": null,
          "mediaCardNo": null,
          "mediaCodingNumber": null,
          "vehicleclass": null,
          "serialno": null,
          "obuvehicleType": null,
          "obuvehicleTypeName": null,
          "optime": null,
          "tradeid": null,
          "payfeegroup": null,
          "feegroup": null,
          "cpucardId": null,
          "obusn": "3701015600251503",
          "OBUVehicleType": "13"
        },
        {
          "fee": 141,
          "axleCount": 5,
          "transTime": "2026-04-22 03:21:38",
          "payFee": 159,
          "discountFee": 18,
          "tradeResult": "0",
          "vehiclePlate": "湘A91230D_5",
          "passId": "013701250523630026557320260422012016",
          "gantryId": "G005543003004220010",
          "tradeId": "G0055430030042200102026042203200001",
          "feeMileage": 943,
          "vehiclePicID": "G005543003019020202002026042203000001",
          "lng": "111.68710300",
          "lat": "27.60036700",
          "gantryName": "白马（出口）",
          "gantryType": "4",
          "roadSectionName": "安邵高速",
          "gantryHex": "49210C",
          "cardId": null,
          "gantryOrderNum": "220",
          "mediaType": "1",
          "mediaTypeName": null,
          "specialType": null,
          "specialTypeName": null,
          "tollIntervalId": "G005543003004220",
          "gantryTypeName": null,
          "j": null,
          "w": null,
          "enTime": "2026-04-22 01:20:16",
          "enTollStationHex": "43015A01",
          "vehicleTypeName": null,
          "feeVehicleTypeName": null,
          "vehiclePlateColor": null,
          "vehiclePlateColorName": null,
          "gantryOrderNumName": null,
          "feeVehicleType": "15",
          "vehicleType": "15",
          "tradeType": "0",
          "transType": "09",
          "feeGroup": "141",
          "payFeeGroup": "159",
          "sectionName": "安邵高速",
          "companyName": null,
          "intervalName": null,
          "intervalNo": null,
          "mediaCardNo": null,
          "mediaCodingNumber": null,
          "vehicleclass": null,
          "serialno": null,
          "obuvehicleType": null,
          "obuvehicleTypeName": null,
          "optime": null,
          "tradeid": null,
          "payfeegroup": null,
          "feegroup": null,
          "cpucardId": null,
          "obusn": "3701015600251503",
          "OBUVehicleType": null
        }
      ],
      "picList": [
        {
          "roadSectionName": "长潭西高速",
          "gantryName": "含浦互通立交-赤江互通立交1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "99",
          "lng": "112.88428700",
          "lat": "28.13210100",
          "gantryType": "0",
          "gantryHex": "495A02",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 382,
          "faceFeatureCode": "0",
          "reliability": "75.27",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 7140,
          "vehicleModel": "0",
          "imageSize": 298516,
          "stationDBTime": "2026-04-22T01:22:00",
          "stationValidTime": "2026-04-22T01:22:00",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T01:22:00",
          "hourBatchNo": "2026042201",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T01:22:00",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "S004043001000420010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "S0040430010004200101042026042201000038",
          "GANTRYID": "S004043001000420010",
          "gantryId": "S004043001000420010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 01:21:59",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": null,
          "cameraNum": "104",
          "laneNum": "123",
          "vehicleSpeed": "61",
          "vehFeatureCode": "0"
        },
        {
          "roadSectionName": "长韶娄高速",
          "gantryName": "赤江互通立交-道林站1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "99",
          "lng": "112.84171600",
          "lat": "28.12235800",
          "gantryType": "0",
          "gantryHex": "495C03",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 382,
          "faceFeatureCode": "0",
          "reliability": "88.67",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 6889,
          "vehicleModel": "0",
          "imageSize": 391204,
          "stationDBTime": "2026-04-22T01:27:10",
          "stationValidTime": "2026-04-22T01:27:10",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T01:27:10",
          "hourBatchNo": "2026042201",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T01:27:10",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "S005043001000420010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "S0050430010004200101042026042201000041",
          "GANTRYID": "S005043001000420010",
          "gantryId": "S005043001000420010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 01:27:08",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": null,
          "cameraNum": "104",
          "laneNum": "123",
          "vehicleSpeed": "78",
          "vehFeatureCode": "0"
        },
        {
          "roadSectionName": "长韶娄高速",
          "gantryName": "道林站-花明楼站1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "99",
          "lng": "112.73043200",
          "lat": "28.06002100",
          "gantryType": "0",
          "gantryHex": "495C06",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 0,
          "faceFeatureCode": null,
          "reliability": "99.00",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 17104,
          "vehicleModel": null,
          "imageSize": 751200,
          "stationDBTime": "2026-04-22T01:38:19",
          "stationValidTime": "2026-04-22T01:38:19",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T01:38:19",
          "hourBatchNo": "2026042201",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T01:38:19",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "S005043001000820010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "S0050430010008200101012026042201000019",
          "GANTRYID": "S005043001000820010",
          "gantryId": "S005043001000820010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 01:38:16",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": null,
          "cameraNum": "101",
          "laneNum": "1",
          "vehicleSpeed": "0",
          "vehFeatureCode": null
        },
        {
          "roadSectionName": "长韶娄高速",
          "gantryName": "花明楼站-韶山北互通立交1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "99",
          "lng": "112.64029500",
          "lat": "28.05007300",
          "gantryType": "0",
          "gantryHex": "495C08",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 382,
          "faceFeatureCode": "0",
          "reliability": "89.65",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 8125,
          "vehicleModel": "0",
          "imageSize": 344225,
          "stationDBTime": "2026-04-22T01:45:11",
          "stationValidTime": "2026-04-22T01:45:11",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T01:45:11",
          "hourBatchNo": "2026042201",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T01:45:11",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "S005043001001020010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "S0050430010010200101022026042201000042",
          "GANTRYID": "S005043001001020010",
          "gantryId": "S005043001001020010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 01:45:10",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": null,
          "cameraNum": "102",
          "laneNum": "2",
          "vehicleSpeed": "68",
          "vehFeatureCode": "0"
        },
        {
          "roadSectionName": "长韶娄高速",
          "gantryName": "韶山北互通立交-金石站1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "99",
          "lng": "112.46461800",
          "lat": "27.99162300",
          "gantryType": "0",
          "gantryHex": "495C09",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 382,
          "faceFeatureCode": "0",
          "reliability": "65.74",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 6929,
          "vehicleModel": "0",
          "imageSize": 400972,
          "stationDBTime": "2026-04-22T02:00:07",
          "stationValidTime": "2026-04-22T02:00:07",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T02:00:07",
          "hourBatchNo": "2026042202",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T02:00:07",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "S005043001001120010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "S0050430010011200101022026042202000001",
          "GANTRYID": "S005043001001120010",
          "gantryId": "S005043001001120010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 02:00:05",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": null,
          "cameraNum": "102",
          "laneNum": "2",
          "vehicleSpeed": "81",
          "vehFeatureCode": "0"
        },
        {
          "roadSectionName": "长韶娄高速",
          "gantryName": "金石站-灰汤站1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "99",
          "lng": "112.42510700",
          "lat": "27.98545200",
          "gantryType": "0",
          "gantryHex": "495C0B",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 382,
          "faceFeatureCode": "0",
          "reliability": "63.29",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 7797,
          "vehicleModel": "0",
          "imageSize": 435111,
          "stationDBTime": "2026-04-22T02:03:16",
          "stationValidTime": "2026-04-22T02:03:16",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T02:03:16",
          "hourBatchNo": "2026042202",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T02:03:16",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "S005043001001320010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "S0050430010013200101022026042202000004",
          "GANTRYID": "S005043001001320010",
          "gantryId": "S005043001001320010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 02:03:15",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": null,
          "cameraNum": "102",
          "laneNum": "2",
          "vehicleSpeed": "85",
          "vehFeatureCode": "0"
        },
        {
          "roadSectionName": "长韶娄高速",
          "gantryName": "灰汤站-翻江站1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "99",
          "lng": "112.33345400",
          "lat": "27.96810400",
          "gantryType": "0",
          "gantryHex": "495C0D",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 382,
          "faceFeatureCode": "0",
          "reliability": "80.11",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 6808,
          "vehicleModel": "0",
          "imageSize": 420219,
          "stationDBTime": "2026-04-22T02:10:28",
          "stationValidTime": "2026-04-22T02:10:28",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T02:10:28",
          "hourBatchNo": "2026042202",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T02:10:28",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "S005043001001520010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "S0050430010015200101042026042202000013",
          "GANTRYID": "S005043001001520010",
          "gantryId": "S005043001001520010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 02:10:26",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": null,
          "cameraNum": "104",
          "laneNum": "123",
          "vehicleSpeed": "77",
          "vehFeatureCode": "0"
        },
        {
          "roadSectionName": "长韶娄高速",
          "gantryName": "翻江站-岐山互通立交1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "99",
          "lng": "112.13944000",
          "lat": "27.89813000",
          "gantryType": "0",
          "gantryHex": "495C0F",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 382,
          "faceFeatureCode": "0",
          "reliability": "68.22",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 7033,
          "vehicleModel": "0",
          "imageSize": 436901,
          "stationDBTime": "2026-04-22T02:26:41",
          "stationValidTime": "2026-04-22T02:26:41",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T02:26:41",
          "hourBatchNo": "2026042202",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T02:26:41",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "S005043001001720010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "S0050430010017200101022026042202000019",
          "GANTRYID": "S005043001001720010",
          "gantryId": "S005043001001720010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 02:26:39",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": null,
          "cameraNum": "102",
          "laneNum": "2",
          "vehicleSpeed": "100",
          "vehFeatureCode": "0"
        },
        {
          "roadSectionName": "长韶娄高速",
          "gantryName": "岐山互通立交-娄底站1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "99",
          "lng": "112.01392000",
          "lat": "27.85636800",
          "gantryType": "0",
          "gantryHex": "495C10",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 382,
          "faceFeatureCode": "0",
          "reliability": "59.27",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 7732,
          "vehicleModel": "0",
          "imageSize": 429524,
          "stationDBTime": "2026-04-22T02:38:31",
          "stationValidTime": "2026-04-22T02:38:31",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T02:38:31",
          "hourBatchNo": "2026042202",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T02:38:31",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "S005043001001820010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "S0050430010018200101042026042202000039",
          "GANTRYID": "S005043001001820010",
          "gantryId": "S005043001001820010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 02:38:29",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": null,
          "cameraNum": "104",
